quizzes,solutions
009010726020000854874000300003100200508046000010037000206900018000300400100850003,359418726621793854874625391763189245598246137412537689236974518985361472147852963
000000050003610090460023008090000007007801060200049300021074000980030010705006409,812497653573618294469523178198362547347851962256749381621974835984235716735186429
000230600802700040190080050017009030000407502620000809000006980030502001756000300,475231698862795143193684257517829436389467512624153879241376985938542761756918324
070005040000108097092000001054000638003024700000600005100009803048760900065032000,871295346536148297492376581254917638683524719719683425127459863348761952965832174
020010090000580400683000107407605308001000020000093060006030509900400070078002600,524317896719586432683249157497625318361874925852193764246731589935468271178952643
000000500800049070079600103020070004030910056500438000067000205450100009001203060,643721598815349672279685143128576934734912856596438721367894215452167389981253467
000005600160004523300800090400007059250010070003900000096200400700006010504380260,927135684168794523345862791481627359259413876673958142896271435732546918514389267
305100700190508000040007600036709020800040050009802040501036002070000190020400008,365124789197568234248397615436759821812643957759812346581936472674285193923471568
350070608401006090000010007080063200000204901005000300720900100068002040900057030,352479618471826593896315427189563274637284951245791386723948165568132749914657832
320400700084026500000900000907060020560009400048003010002150630090300007001007054,329485761184726593756931842917864325563219478248573916472158639695342187831697254
030004500250008704604001309000207901400063000520000608080090072900000100016040005,138974526259638714674521389863257941491863257527419638385196472942785163716342895
403000000000208094000017680190300057008600102042500000570020040260103809000006010,483965721617238594925417683196382457758694132342571968571829346264153879839746215
400580201003409007620000800000301000901260300702045006000650008150090040360000702,497586231813429567625137894586371429941268375732945186274653918158792643369814752
020805390400037260087600050000000840900073000160009002004958670500001004003060000,621845397459137268387692451732516849948273516165489732214958673576321984893764125
900300064100457000028000700003009021540008000002700403000100009600920080070064510,957382164136457298428691735763549821541238976892716453285173649614925387379864512
060043805094001007200000000109000083520900400840035000005600020007029104000807039,761243895394581267258796341179462583523978416846135972935614728687329154412857639
000000200008750090001060003370046002002070600940800035600539100750001060020080904,537194286268753491491268573375946812812375649946812735684539127759421368123687954
509400801080000630260007004093706045100800320000004008050200009004519006002000700,539462871487951632261387594893726145146895327725134968658273419374519286912648753
020000081080470600500001709002087000950210370003060004000000005018050043430690020,729536481381479652564821739142387596956214378873965214297143865618752943435698127
000000000700150040065204009503009710010720803800400056036080001100000070480002360,241698537798153642365274189523869714614725893879431256936587421152346978487912365
605800010400607003087000209000000000020003451003156090001030007978004030050900028,635829714492617583187345269519482376826793451743156892261538947978264135354971628
800000709030870000042009065070000100060000394050432008083724906100080200400601000,815246739639875421742319865374968152268157394951432678583724916196583247427691583
001300400205010700700002009030000090600780205080694010920000070000071064000400803,891367452245918736763542189437125698619783245582694317924836571358271964176459823
010390005000057320037802460000008907005041080460900000043000050002600008890120000,214396875689457321537812469321568947975241683468973512143789256752634198896125734
005400079070602000603009201000080705020390008010005490000006802860001040400700530,285413679179652384643879251936184725524397168718265493357946812862531947491728536
000074000609210340800000900003050090008730600504890203000685010910300002700000405,321974586659218347847563921273456198198732654564891273432685719915347862786129435
890300006100200590072000000000002064910000005054700138001009073007040800600503402,895317246163284597472965381738152964916438725254796138541829673327641859689573412
000784500001200004370000006052090300097006250400000001820450709015000080003009060,269784513581263974374915826652198347197346258438572691826451739915637482743829165
300500140097100006000000803130068090400300000005009027060952401008600900050004062,326587149897143256514296873132768594479325618685419327763952481248671935951834762
000490000607050042002360001300708500700009020015000700040003006836020905209080010,183492657697851342452367891324718569768539124915246738541973286836124975279685413
008030090090050200240000780086740900507603100000208000003926010070080000010000056,768432591391857264245169783186745932527693148439218675853926417674581329912374856
800007200093480000760010050010200906000003840006059702325000001007340000109000670,851637294293485167764912358518274936972163845436859712325796481687341529149528673
064098031070005200000230900020040000510006093300000108030002000400950060000081745,264798531973615284158234976829143657517826493346579128735462819481957362692381745
070006200406050009109003007950830000000200105708004002040398706000010400035702008,573986241426157839189423567952831674364279185718564392241398756897615423635742918
020000506604207039008040001465901000700003000001604080002009653953000017000700200,327198546614257839598346721465981372789523164231674985872419653953862417146735298
209500700040070010010409306100004075003098000086020900000207600005930040600051203,269513784348672519517489326192364875753198462486725931931247658825936147674851293
000305109008900005500067280005400320902008004310006700090001860700000000400802031,627385149138924675549167283875419326962738514314256798293541867781693452456872931
170408020892070100000000700639200000000001690080007340250006080400900530000503007,175468923892375164346129758639254871724831695581697342253716489417982536968543217
000706009690031005008042000100400600060085270407093008700000351000570080002000460,231756849694831725578942136185427693963185274427693518749268351316574982852319467
928010063370950040005002800001506000000049035040020780600081002003600007090034000,928417563376958241415362879831576924762849135549123786654781392283695417197234658
750096002040000900006010083360001590071025030090400070009800457234050010000000006,758396142143278965926514783362781594471925638895463271619832457234657819587149326
001034002036080007804005100000059060093000508000200910062000090570001840408607300,751934682936182457824765139147859263293416578685273914362548791579321846418697325
010702900893000240500800630700500064402309100000008000000900500006210083040005020,614732958893156247527894631739521864482369175165478392278943516956217483341685729
080700630567080000400100200300940007070065009006800504100003400000520106020009080,281794635567382941439156278352941867874265319916837524198673452743528196625419783
690430805001080900000100240000070600030040092956008070107060030305009081040050006,692437815471582963583196247214973658738645192956218374127864539365729481849351726
300900100080305000000760020704800002001003900900240350690002040007100095052007800,375924168286315479419768523734859612521673984968241357693582741847136295152497836
403008060510097800008310490902005601000049000830000079000200000000600783601070200,493528167516497832728316495972835641165749328834162579357284916249651783681973254
000082053010000890006105020007069004080057012003800000060900030300021670900700508,479682153512473896836195427157269384684357912293814765765948231348521679921736548
002009000000602740740010060001850070300700000800096105400205030060000410920043058,632479581185632749749518263291854376356721894874396125418265937563987412927143658
006000800000642000054039010300720090100000005090058734071900006200470300008001050,926517843813642579754839612345726198187394265692158734571983426269475381438261957
070005063980060100000407200040572006003940087100000000030800095004016800620300040,472185963985263174316497258849572316263941587157638429731824695594716832628359741
030160700001002534700040010900003602417800095200000048000070200008950000006000981,834165729691782534752349816985413672417826395263597148149678253328951467576234981
007000068500097000120430500904508106000060700230000009000305070010680420049010080,497251368563897214128436597974528136851963742236174859682345971715689423349712685
000901530354080090610000200002016000005000720000703108203000460400658000007040009,728961534354287691619435287872516943135894726946723158283179465491658372567342819
703980006000704081150000070080009700004002150007160903600030204002400000009006035,743981526296754381158623479381549762964372158527168943615837294832495617479216835
201080700050930600000000015004850037100002009803047500040600980008095200760000003,231586794457931628986724315624859137175362849893147562542673981318495276769218453
800105030270000600090060805420300018001054070537000200900600320006007009000809400,864195732275483691193762845429376518681254973537918264958641327346527189712839456
846000070900000361020057040009103000460780900100064002080036000003001520705400008,846319275957248361321657849579123486462785913138964752284536197693871524715492638
903000047065014000800920000042000061100075300090000802720049005058037009000100008,913586247265714983874923516542398761186275394397461852721849635458637129639152478
070108000109570030430006005000040080206000097004019503850000306060080120001702009,675138942129574638438926715593647281216853497784219563852491376967385124341762859
000207300500068004906040800045002006100090230000385070000000040698000007032001590,814257369523968714976143852345712986187496235269385471751829643698534127432671598
403102005005068000290073010068720003700009500009801000030045600057000308002000901,483192765175468239296573814568724193714639582329851476831945627957216348642387951
000207169620093050000081400104070000900500002072009380009010048068300070000040605,843257169621493857795681423134872596986534712572169384359716248468325971217948635
207005130000006050510704200000403008703280000400000690004902005680050910001000070,247895136839126457516734289195463728763289541428571693374912865682357914951648372
080000014600507890309480050854090370006005000207103000000002900000630040710000082,582369714641527893379481256854296371136875429297143568468712935925638147713954682
040000021128590300305400006007003005010027000960000730200605870036070409000080002,649738521128596347375412986487963215513827694962154738291645873836271459754389162
000400108906053002400760090000000200070034906030008514600097000081040050002106073,357429168916853742428761395864915237175234986239678514643597821781342659592186473
000702003570014608009008470002001000108600009040050032300080050000047200706190000,481762593573914628269538471932471865158623749647859132314286957895347216726195384
000004030120050400069103800008409500005200086090000020750032100814070390000800007,587694231123758469469123875278469513345217986691385724756932148814576392932841657
700093600690800070000200305060501020079080000210000834100340009900600082084007100,752193648693854271841276395468531927379482516215769834126348759937615482584927163
008200450600070030510403006029761080870500001000000020004000903360029800700804002,938216457642975138517483296429761385873592641156348729284657913365129874791834562
040000005000870603970403001020015800100060000680700090002090360860001509003002700,348126975251879643976453281724915836139268457685734192412597368867341529593682714
340620000608593070002008010000070100803054902960300005000807030004000600000019520,347621859618593274592748316425976183873154962961382745259867431184235697736419528
090026004002004700106003098300000065029000410680057003007040002050080600400930001,795826134832194756146573298374219865529368417681457923917645382253781649468932571
800000305010020000670009804030501090002007000004600173090718050040300600580004009,829476315415823967673159824738541296162937548954682173396718452247395681581264739
010072090400800003007040560080900630302700150005060002030008200700010004008500910,513672498496851723827349561184925637362784159975163842631498275759216384248537916
050090000600704000098035006004900010020007400070108250501000060062003098030520740,257691834613784925498235176384952617125367489976148253541879362762413598839526741
002000009607300080050079040041005008030062700760000105000030000018050460000901052,482516379697324581153879246241795638835162794769483125524638917918257463376941852
000680015009010070670490000002030750080500006040106029008002000005900163300750400,234687915859213674671495238962834751187529346543176829418362597725948163396751482
600001370070903051800500600009600403040020008100070029204010000057400080310800200,695281374472963851831547692729658413543129768168374529284716935957432186316895247
074010082310602009050003046080230000100790400002000008530086091090000750400000060,674519382318642579259873146985234617163798425742165938537486291896321754421957863
050800070800079006601000904740310000900068002000700130005000060062050013100023490,259846371834179526671235984748312659913568742526794138395481267462957813187623495
002000009905000180604830020806004500350070040000001876007500610000120093040906007,782415369935762184614839725876294531351678942429351876297543618568127493143986257
804300076300000902970105300090040050001080000708001430030706005506002001040090200,814329576365874912972165384693247158451983627728651439239716845586432791147598263
020073109050620074400005800980050002000000031300960500090000708010032005068010040,826473159159628374437195826981357462675284931342961587293546718714832695568719243
004750620080300104600901003008030900007080052000429060905000210720600008030010000,314758629589362174672941583268537941497186352153429867945873216721695438836214795
000064015300570020009000408700451009902003004580000701163047002008300060000019000,827964315341578926659132478736451289912783654584296731163847592498325167275619843
000812040008000003005360107072100060506208004400070930017640020000000800903000050,739812645168457293245369187372194568596238714481576932817645329654923871923781456
000005300600720058408600090043900020800360007007152040090470005002000130510000600,279845361631729458458613792143987526825364917967152843396471285782596134514238679
500094600070100000940050013090402800360008400820009061030800070100000028200070509,513294687672183954948657213791462835365718492824539761439825176157946328286371549
010080604800405700007020090039040001206037000000602305008900000024003050560010980,315789624892465713647321598739548261256137849481692375178956432924873156563214987
609407080180050006000060900900005000000840030823100500006073004010620790504000300,659417283182359476437268951941735628765842139823196547296573814318624795574981362
400100860560089002700040009000820905004090001083001027617004050020507030000010000,492175863561389472738642519176823945254796381983451627617934258829567134345218796
049007206030000000200860097000930010070500009000014650300000840700390102106028000,849157236637249581215863497568932714471586329923714658392671845784395162156428973
087009000450010000200500300040005670091000050300200804016083709900007130008002005,187329546453716982269548317842935671691874253375261894516483729924657138738192465
000150060026040005309600070008000020070008103905004700004816300080020009760095240,847153962126749835359682471638971524472568193915234786294816357583427619761395248
000045010503210960091000082060097408049300000200800005006400007008030001030720000,682945713573218964491673582365197428849352176217864395956481237728539641134726859
009005008008930500703480200800020907002000046600007001000501493510300002007040060,429715638168932574753486219831624957972153846645897321286571493514369782397248165
401900800760200900030084002590037004000008060013020007000049750650010000040670120,421963875768251943935784612596137284274598361813426597182349756657812439349675128
600840790010020054007103620090000015043900806000672000500000103008007000921408000,632845791819726354457193628796384215243951876185672439574269183368517942921438567
000000300000071004006800219701602800065003007008950000094368000020014000053020601,512496378389271564476835219731642895965183427248957136194368752627514983853729641
076920400850000090000400630120005700040070008003009061030080216508600004000317000,376921485854736192291458637129865743645173928783249561937584216518692374462317859
040010070007036000000000852604200080520008017108940003090000064453000201061009500,945812376287536149316794852634271985529368417178945623892153764453687291761429538
090300074000001020006584000000010930008000061300007200200040700081032590037069100,195326874843971625726584319652418937978253461314697258269145783481732596537869142
210054006300000000905002807020006003050910080407000900800060500046001230000479010,218754396374698125965132847129846753653917482487325961891263574746581239532479618
080400000509206000003000278096002004000708900702100506060000035415037002000940000,281473659579286341643519278896352714154768923732194586967821435415637892328945167
058063100100400052903070400080006000200000567045320800000700910000051040007890003,458263179176489352923175486789516234231948567645327891864732915392651748517894623
900000207028004016001507090017600002300851000590030400003205000200960130000010708,935186247728394516461527893817649352342851679596732481183275964274968135659413728
000960080905804001032007400790200300400300608050096010609000002010700830000041075,147962583965834721832157469796218354421375698358496217679583142514729836283641975
350470028007509030014000706040030107020705693000080000000000000130600502509208060,356471928287569431914823756645932187821745693793186245462357819138694572579218364
700010806005000000000205043001040098360901000204670000030006180057004069900503200,723419856645837912189265743571342698368951427294678531432796185857124369916583274
092100008508000610000078400010004090800056002004700536703009200000040070106200005,492163758578492613361578429615324897837956142924781536753819264289645371146237985
705030000030890210000004360300086501420071009500000000006403008809005100000920470,715632894634897215982154367397286541428571639561349782276413958849765123153928476
002080017090007608680105002004500923001060000350000400049800050870401000003026070,432689517195237648687145392764518923921364785358792461249873156876451239513926874
401080070007600930000012006073098000904203000120500600000000462540901300800070050,461389275287654931395712846673198524954263718128547693719835462546921387832476159
467050000090401080003002700708000900005000614000030002059260100201083000340009500,467358291592471386183692745728146953935827614614935872859264137271583469346719528
400001063870690000000008570000003125062800300309004700008570002650040900201009000,495721863873695241126438579784963125562817394319254786938576412657142938241389657
005280196000300007080610300608000009010540072070801000859000004004030600001070020,435287196196354287287619345648723519913546872572891463859162734724938651361475928
604039200012000083900850000105020006026701005008000004000300708070496500400080030,684139257512674983937852461145928376326741895798563124269315748873496512451287639
050840379029150060000060000040010000108005000900007032002900680400028501096000403,651842379729153864384769215247316958138295746965487132512934687473628591896571423
200300000030040150610087009000800070020000630083105024068503007104600200070009005,249351786837946152615287349496832571521794638783165924968523417154678293372419865
003000027201009805000510040758040096000007004020060010309451000400300008675920000,593684127241739865867512349758143296136297584924865713389451672412376958675928431
600002010080700502004000093760003000900050080403010006500806900020001007130204860,695342718381769542274185693768423159912657384453918276547836921826591437139274865
700000004032100090900607820800003000020014705056709030000480006541000009080035200,768392154432158697915647823874563912329814765156729438293481576541276389687935241
500800701470930860090600003608001000024000900000002587000056020103040005060370049,536824791471935862892617453658791234724583916319462587947156328183249675265378149
020046000400300602060780091054007080000200900907068305005000203780000540300190007,129546738478319652563782491254937186836251974917468325695874213781623549342195867
008900007510602030604503008300050000000400102825007900700040600050800024069001300,238914567517682439694573218341259876976438152825167943782345691153896724469721385
900028760702310000504000300200040030039001086000580004000004008607050910001607000,913428765762315849584769321258946137439271586176583294325194678647852913891637452
300008016000201950705040200070800529002304000560000008190762030000000000038090604,329578416846231957715649283473816529982354761561927348194762835657483192238195674
000037950970008030040200008400003897001050023360809000000470006752000100080900002,218637954976548231543291768425163897891754623367829415139472586752386149684915372
500074009200100600070360010300206480020540301006008000850007090937000020010080005,561874239283195674479362518395216487728549361146738952854627193937451826612983745
058006027670003019009180000090070100002051030080200076000905063045000000000342008,158496327674523819239187645593674182762851934481239576827915463345768291916342758
800402603005607400000130500180700000020000306307540001050090008600300240209001000,871452693935687412462139587186723954524918376397546821753294168618375249249861735
690108300070000050005920608400060000007004203302700015000090002800601090510043800,694158327278436951135927648451362789987514263362789415746895132823671594519243876
400800209917004600020005100000001487008900060630007000500600090709020503380100040,453816279917234658826795134295361487178942365634587921541673892769428513382159746
006703000057001004000290050530000001004089200860045709008416000200007800001020903,426753198957861324183294657539672481714389265862145739398416572245937816671528943
063005000700002000000008420500803001108060052000400807690000013850037900401200700,263945178784612539915378426579823641148769352326451897697584213852137964431296785
000508001430000050870060090020084030710300600580079004000840012096007300200003005,962538471431792856875461293629184537714325689583679124357846912196257348248913765
610080007500270068004051000030700042106009000000506030768000590009000214200300800,612983457593274168874651329935718642126439785487526931768142593359867214241395876
000090012010280007640057300500800600080410090390000805409000000100003258005620070,758396412913284567642157389574839621286415793391762845429578136167943258835621974
020000086000302000800704500309058010500000720016009000497000100150600038603015040,724591386965382471831764592379258614548136729216479853497823165152647938683915247
600005010038100097014008602021000700900004386000070500405900008273500004000036000,692745813538162497714398652821653749957214386346879521465927138273581964189436275
001390600007000205540070038003002004080040910960058700000601000300087000010000852,821395647637814295549276138173962584285743916964158723458621379392587461716439852
816500002000030470000908600200003000900085300004090065420070000005812090170600800,816547932592136478743928651257463189961285347384791265428379516635812794179654823
020540180900000060008013400300801500040062710060000002097000000405009801000475203,723546189914287365658913427372891546549362718861754932297138654435629871186475293
002053004086901000007600109309004208004700035100000070065007001000485023800020090,912853764486971352537642189379564218624718935158239476265397841791485623843126597
090800135700160802200500040045009000369010070802000010600080701007640300000035008,496827135753164892218593647145379286369218574872456913634982751587641329921735468
900300708600018000040705030000004902073029060190000450805200000010600084000083015,951362748637418529248795136586134972473529861192876453865241397319657284724983615
003180960090370005420005010305006002000010570210040008000050307086009000907420800,753182964691374285428965713375896142864213579219547638142658397586739421937421856
010803072700200046000041090060002084004090051002005009098306000650010300300508000,419863572783259146526741893965132784834697251172485639298376415657914328341528967
245000000900080473080600015000000004004136809690270000503007000000005106020491050,245713698961582473387649215132958764754136829698274531513867942479325186826491357
000002019006700508409051000302000000500018670708934105040005001030007092200060000,853642719126793548479851236312576984594218673768934125947325861635187492281469357
507809000094700800003020400000960015050000300420070089902310040000008760186000030,567849123294731856813625497738964215659182374421573689972316548345298761186457932
027009000600003010009080203000001025070800041001020806000030068008694000040750900,327519684684273519519486273863941725972865341451327896795132468238694157146758932
000257000091000053042100006304900600870006401000078020060530108050002739409080000,683257914791864253542193876324915687875326491916478325267539148158642739439781562
060080015930000600000000943080076000092030104506002700074900052013750800800020000,467389215935241687128567943381476529792835164546192738674918352213754896859623471
000600008520007030000280705009070000481009000000854012090508063030001040604000059,973615428528497631146283795259176384481329576367854912792548163835961247614732859
300005900082400600005301072700000043048010506060090001900007080030600000021058000,374265918182479635695381472719526843248713596563894721956137284837642159421958367
300820090108390500500004700904201000000500070000069184000006020720130406050070900,347825691168397542592614738974281365681543279235769184413956827729138456856472913
006904002350007400800100900030490008500736000001000000620000184100005027073008609,716954832359827416842163975237491568584736291961582743625379184198645327473218659
030090000501800730407021860280500306000470020103000900000950001900006040705008200,836795412521864739497321865284519376659473128173682954342957681918236547765148293
800054700060003081072010900530670009000002106000900475041087502090000007003020040,819254763465793281372816954534671829987542136126938475641387592298465317753129648
040000701095043600002050000080006094100809300006010027000760010208500030400200509,643982751795143682812657943587326194124879365936415827359764218278591436461238579
090700036073000208250010490800000052000370000461095000000040009010800360002106080,194782536673954218258613497837461952529378641461295873386547129715829364942136785
270083605003000020900001004100060950050702108000100300306004090780250060400076001,274983615513647829968521734137468952659732148842195376326814597781259463495376281
500103090000049708090000020600200810020000050040075003409030506870001040230058900,587123694162549738394687125653294817728316459941875263419732586875961342236458971
004096180003800002170250000009000360010507090000040207800000600506071400020308509,254796183963814752178253946749182365612537894385649217897425631536971428421368579
120009000358000010409050007000012085700040032030805940900700600000001208076024001,127489563358267419469153827694312785785946132231875946912738654543691278876524391
370081005000340200008006097410002000097050008005004036001000900080200560039670004,372981645956347281148526397413862759697153428825794136561438972784219563239675814
027005006603080004090430700075002060001000009306150008500390080800760025004000010,427915836653287194198436752975842361281673549346159278512394687839761425764528913
890057040004000100700280600002071500000002093073090060020400005318009007509023000,896157342254936178731284659962371584185642793473895261627418935318569427549723816
800070056002406100007090308023100060900230800500060730010705000600009001408000029,894371256352486197167592348723158964946237815581964732219745683635829471478613529
580000000742106900030420600005290000209008410060031000800000390094000207100057004,586379142742186935931425678315294786279568413468731529857642391694813257123957864
200000380090602007084100050906000000102740509000030270040809603503027100800001000,217594386395682417684173952976215834132748569458936271741859623563427198829361745
956070800084001370000620000070305010000080093020769400002004100500900060700000038,956473821284591376317628549879345612465182793123769485692834157538917264741256938
400728006020400750000601003008004570790500301002009080009100060003002400650000900,435728196126493758987651243368214579794586321512379684249135867873962415651847932
000830470678000000004100902800500000009040200325060701050009000012007395000400160,291835476678294513534176982847521639169743258325968741756319824412687395983452167
600009050053040000080030701000792000520610003000003908004080265860004190207100800,641879352753241689982536741438792516529618473176453928314987265865324197297165834
003080500790060008008109207180603009000790001027500400004070683000020000301000040,613287594792465318548139267185643729436792851927518436254971683869324175371856942
080000900000291045004007060008500200050062001070010003035000079720450006100039008,281645937367291845594387162618573294453962781972814653835126479729458316146739528
020007063100640000008100509000700098809003025007020300000090031030008600245010007,524987163193645872678132549362751498819463725457829316786594231931278654245316987
600931002302050800000040067410002006900803201003000005200085100860007090074000000,687931452342756819195248367418592736956873241723164985239685174861427593574319628
030910500702000010060005408800401000504086001007530002081040060000690030000007009,438912576752864913169375428893421657524786391617539842981243765275698134346157289
000000060026005840080470021901800003000003504300720080048030600605900700030012000,497281365126395847583476921961854273872163594354729186248537619615948732739612458
003010090070000080106007304062503000701200005004800620000008900090120070035069801,843615297579432186126987354962543718781296435354871629417358962698124573235769841
003700008950000000067204900082950403000010070010007680300021000090500040801630200,423795168958163724167284935782956413634812579519347682375421896296578341841639257
018009030007804106000052900000027005060090040450060028000003400306700010284000570,518679234927834156643152987831427695762598341459361728175283469396745812284916573
079010800000009300001627509600002900084000030300001658060040000205090700010053020,579314862426589371831627549657832914184965237392471658763248195245196783918753426
302045060700006408609000010000070000006900200005028307000400802800703901103052000,382145769751396428649287513238574196476931285915628347567419832824763951193852674
008097040034010007902000805200400000083000702009805130500300401300056290000702060,158297346634518927972634815215473689483961752769825134526389471347156298891742563
100000368200130005950406700010620000007501004008003900045009003030064100000070802,174952368286137495953486721419628537367591284528743916845219673732864159691375842
400821000600007400803006097208000075050009003004000980007063024502408030001750000,479821356625937418813546297298314675756289143134675982987163524562498731341752869
000901307300000000050060280000524096960080002104000570008000761006048000097300050,682951347349872615751463289873524196965187432124639578438295761516748923297316854
800730240459000030000010605231009070000050421000008006060002813503490000027060000,816735249459286137372914685231649578698357421745128396964572813583491762127863954
600032000004017000080004050800300410047085360260070900306000001905060240010009700,691532874534817629782694153859326417147985362263471985326748591975163248418259736
506702004300005001001008090800500403002076000610090702005000000030600089007143605,596712834348965271721438596879521463452376918613894752165289347234657189987143625
006901200000083010700060043980300005000004702203510800065700309000009000490000581,346971258529483617718265943984327165651894732273516894165748329832159476497632581
003015697000290008001000003070002940840006000032007005490500030600804010005700200,283415697764293158951678423576382941849156372132947865498521736627834519315769284
000092005090050070002004080180005000070100043350040200800060700760539800045070060,617892435498653172532714986184325697279186543356947218823461759761539824945278361
080002476040050000106009000635000200000007398000024010800016532703005180000090004,589132476347658921126479853635981247412567398978324615894716532763245189251893764
600402780000900300017000602450006000302108090090000578800005910040300005009070230,635412789284967351917583642458796123372158496196234578823645917741329865569871234
704800190080209007050060300000070082000450903031002050800100000962003000507600400,724835196386219547159764328495371682278456913631982754843197265962543871517628439
204300005600700903080160700002501000900002107010039806508240300030007094007000000,274398615651724983389165742862571439943682157715439826598246371136857294427913568
010020040300500200050048060100074089500002100607100003009800600200039007080001034,816923745374516298952748361123674589548392176697185423439857612261439857785261934
263080700009400001007002050091047800800500002020600030050301049000000106604720003,263185794589476321147932658391247865876593412425618937758361249932854176614729583
068500402300000010000670009000700040832046500070938001504000020100062708006801030,968513472347289615251674389619725843832146597475938261584397126193462758726851934
035100870000680201100002034700006509000400020940810000500000607009248005003007090,235194876497683251168752934781326549356479128942815763524931687679248315813567492
003040600700900005040007021000020054600100800820305900500000170010539060289060003,153248697762913485948657321391826754675194832824375916536482179417539268289761543
040829000006004390007350002405070803000001027000603405260000700100095080004100000,341829576526714398987356142415972863638541927792683415269438751173295684854167239
050800200790003040008050037010700900030500080006421000520006004304090820000004103,653847219792613548148952637415738962237569481986421375521386794374195826869274153
000803010078520604600070005047080003396400570001900000080040900900201300503000206,425863719178529634639174825247685193396412578851937462782346951964251387513798246
040790002100050390006030004003200070008900035904010006007000100020005649050186700,345791862182654397796832514563248971218967435974513286637429158821375649459186723
196000000050008304403207006000370405007501000010000920000086540070140803000903000,196435782752618394483297156628379415947521638315864927231786549579142863864953271
107000006490083020832700009000014000003007058060802010020901030040050600700300502,157429386496183725832765149978514263213697458564832917625971834349258671781346592
070000050204900000090048103500204060807300000100080397050060904020000580006019000,378126459214953678695748123539274861867391245142685397753862914921437586486519732
726004530000000240300001006670803020051000000890002400900236010400070305000095060,726984531519367248348521976674853129251749683893612457985236714462178395137495862
030857940081020000000004030900030004700601050005082706209000100060508072004013090,632857941481329567597164238916735824728641359345982716259476183163598472874213695
000039058706000009009400200002300506051006930060087010000005020015024803040710000,124639758786152349539478261472391586851246937963587412397865124615924873248713695
600000004001060705000938620080000050506000397932450060009500200000740003370001800,623175984891264735754938621187396452546812397932457168419583276268749513375621849
402600080900800501850300470780060002100000063030570800000928030009000040000051607,472615389963847521851392476784163952195284763236579814647928135519736248328451697
090004700300102096400070305010608004807300050060020001020090100008200000051040089,196534728375182496482976315213658974847319652569427831724895163938261547651743289
020007000006098050805610400080060070300042901091000004060009107019500036204000580,923457618146298753875613492482961375357842961691735824568329147719584236234176589
107009302006208500009070100050001008600023070734006900290080004001407050005600003,187569342346218597529374186952741638618923475734856921293185764861437259475692813
870009010400005609300004002010920075002600030000051008050730000280000040096100020,875269314421375689369814752618923475542687931937451268154732896283596147796148523
500000000090740080140365000430800200060009040201000730000020693050080002070496810,527918364693742581148365927439871256765239148281654739814527693956183472372496815
800047000030002090050690807003000001027351600600000504070006025941030000000809010,896147352734582196152693847583964271427351689619728534378416925941235768265879413
200087650030052007009060400106000502000371000840000790300045100001000060082009004,214987653638452917759163428176894532925371846843526791367245189491738265582619374
046090003300400750009025010480000100020000070907168300005800630700003080200610004,546791823312486759879325416483279165621534978957168342195842637764953281238617594
600720080030600527050003004804009060005270009300100400010000000400010370209308006,641725983938641527752893614824539761165274839397186452513467298486912375279358146
800020357500004010019060000700086009903170004000203060008040500104750620090008070,846921357527834916319567842752486139963175284481293765678342591134759628295618473
012008006405009120300600050000204007701080903830100000040065700100900500090702630,912458376465379128387621459659234817721586943834197265243865791176943582598712634
000100702078506004600000000010290406045008070007000930100702005080600310034005009,459183762378526194621974583813297456945368271267451938196732845582649317734815629
150040000000102090300958400008307604060200009500000780704001820003009000200064013,159643278846172395372958461928317654467285139531496782794531826613829547285764913
081009560002450830030700001840090002097536000105000000006870014000043090300002006,481329567672451839539768421843197652297536148165284973926875314718643295354912786
630912540000060210004008000900003005156000070300700680000190067480070000000805031,637912548895467213214538796978643125156289374342751689523194867481376952769825431
009000874700029051450000600000005018860170900000002030210800500000034000090060427,129356874786429351453718692937645218862173945541982736214897563675234189398561427
040106003000020070010005409705003140030060082800700000901800200000902560570034900,247196853359428671618375429795283146134569782826741395961857234483912567572634918
300906500070030000004000026180470000000052608030160049009700004710580000205000073,321946587678235491954817326186479235497352618532168749869723154713584962245691873
400070310810903050702010009000000294000760000950300800000600400004185070109002080,495276318816943752732518649367851294248769135951324867583697421624185973179432586
002089001100200000905004030060900287400751090003000004800000050007310600040675028,632589471184237965975164832561943287428751396793826514816492753257318649349675128
040608050509000700000903010600000048780102000295000003907060030300085904060010020,142678359539421786876953412613597248784132695295846173957264831321785964468319527
709400103000205000046000870603704008100950400400018009000007251902000300008060900,759486123831275694246139875693724518187953462425618739364897251972541386518362947
000500094006004008730028105005070030380009047420001600070046080200300500160090003,812563794956714328734928165695472831381659247427831659573146982249387516168295473
000010800000206004795003000070080610400030297006059030302000006000164009040007501,264915873831276954795843162973482615458631297126759438312598746587164329649327581
076008004002500090103009860004910078000305040500020609800000310305140000090050027,976238154482561793153479862234916578769385241518724639847692315325147986691853427
080000000067025400290000058000970000540006019000103260038010000100030507900048023,485391672367825491291467358612974835543286719879153264738512946124639587956748123
000000520400801007002750008809300106076002340043000009900030000017509030060074051,781496523435821697692753418829345176176982345543617289954138762217569834368274951
040520080009316002300000000000257910090080350670100004504070008013000070200405600,746529183859316742321748569438257916192684357675193824564971238913862475287435691
021600700070000308803005640009200000048010203500047060006080109010520080900000007,421638795675492318893175642169253874748916253532847961256784139317529486984361527
